Issue key,Issue id,Parent id,Epic Name,Epic Link,Labels,Labels,Issue Type,Priority,Summary,Acceptance Criteria,Story Points,Assignee,Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Due Date,Created,Updated,Resolved
EFDDH-282,7374717,,,EFDDH-9,,,Story,Low,Platform: CICD : Tag based Infra Repo deployments for the ST and SIT Environment,"As an Engineer, i want to have:
 # Integration of a tagging mechanism into the deployment process of the Infra Repo.
 # Validation of tags using correct regex in both ST and SIT environments to ensure consistency and correctness.
 # Testing of tagged deployments to ensure it has met the requirements and expectations for ST and SIT environments deployments.
 # Documentation of the tagging conventions and deployment procedures for ST and SIT environments for the team members involved in deploying tagged versions of the infrastructure code.",3,kuberr,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,,17/04/2024,15/05/2024,15/05/2024
EFDDH-281,7374707,,,EFDDH-9,,,Story,Low,IAAC Repo to have Continuous Deployment for Development Environment,"As an Engineer, i want to have:
 # Integration of a CD pipeline into the IAAC Repository's development workflow.
 # Automated deployment of IAAC changes to development environments upon successful builds.
 # Documentation of the CD process for future reference and maintenance. Have their own readme in the same folder explaining the steps and pipeline.
 # Verification of CD functionality through testing and validation of deployed changes in development environments.",2,,Backlog,,,,,,,,,,,,,,,,,,,,17/04/2024,29/08/2024,
EFDDH-280,7374699,,,EFDDH-13,EFDDH-BP-MVPREL1,,Story,Low,"Platform: Controls/IAM: Finalise the Naming Standards, Update code and add validations","As an Engineer, i want to have:
 # Naming standards for the Infra Repo , documented and approved by the relevant stakeholders.
 # The codebase is updated to reflect the finalised naming standards.
 # Validations are implemented to ensure that the updated code complies with the approved naming standards.
 # Tests are conducted to verify that the validations are working as expected.",3,mahajaa4,To Do,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,,,,,,,,,,,,,18/07/2024,17/04/2024,29/08/2024,
EFDDH-279,7374256,,,EFDDH-13,,,Story,Low,Platform: Add IAM Module to IAAC Repo for Binding Existing BigQuery Datasets,"As an engineer i want to :
 # Create and integrate the new IAM module for secure binding of existing BigQuery datasets in IAAC repo.
 # Ensure granular permissions to existing dataset in bq and test the iam binding in dev.
 # Update the Readme or documentation wherever required in the [https://github.service.anz/EFAD/Anz-Fin-DataHub-Infra#datahub-gcp-infrastructure-as-code-iaac-repository]",2,mahajaa4,Story Done,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,,17/04/2024,19/04/2024,19/04/2024
EFDDH-278,7369179,,,EFDDH-37,,,Story,High,ARF223: Add NP Access for Team Member,,2,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,16/04/2024,17/04/2024,17/04/2024
EFDDH-277,7364344,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: ci automation for dbctl,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,15/04/2024,24/05/2024,24/05/2024
EFDDH-276,7364326,,,EFDDH-3,,,Story,High,ARF223:Sourcing: History Data requirements consolidation ,,5,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,15/04/2024,11/10/2024,30/04/2024
EFDDH-275,7359139,7345886,,,,,Sub Task,Low,get SQLs from BTEQs ,,,chenc33,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,12/04/2024,18/04/2024,18/04/2024
EFDDH-274,7359132,7358611,,,,,Sub Task,Low,Some IFCs to be created and tested,,,dabkea,Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,12/04/2024,15/04/2024,15/04/2024
EFDDH-273,7359124,,,EFDDH-9,PlatformFDH,,Story,High,"Platform: CICD: ST,SIT env setup with required services","As an Engineer, I want my ST,SIT and other env's GCP resources to be handle via code. State must be stored in own project and impersonation will be used for the project auth to create resources",5,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,12/04/2024,16/04/2024,16/04/2024
EFDDH-272,7359120,7339845,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,12/04/2024,17/04/2024,17/04/2024
EFDDH-271,7359114,,,EFDDH-37,,,Story,High,ARF223:Sourcing: Access for DGCP PROD env for identified datasets,,5,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,12/04/2024,01/07/2024,26/04/2024
EFDDH-270,7358628,,,EFDDH-37,,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for MJ,,3,jillelam,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,12/04/2024,23/04/2024,23/04/2024
EFDDH-269,7358626,,,EFDDH-37,,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for NG,,3,geesalan,Closed,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,12/04/2024,23/04/2024,19/04/2024
EFDDH-268,7358623,,,EFDDH-37,,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for PKK,,3,kummarip,Closed,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,12/04/2024,11/10/2024,19/04/2024
EFDDH-267,7358621,,,EFDDH-37,,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for LX,,3,xavierl,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,12/04/2024,29/04/2024,24/04/2024
EFDDH-266,7358619,,,EFDDH-37,,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for AD,,3,dabkea,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,12/04/2024,24/04/2024,24/04/2024
EFDDH-265,7358611,,,EFDDH-3,,,Story,High,ARF223:Build: IFC views manual creation for 223 - additional ones on top of PTY POC,,3,xavierl,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,12/04/2024,17/04/2024,17/04/2024
EFDDH-264,7358607,,,EFDDH-3,,,Story,High,ARF223:BRS: History requirements for ARF 223 from business for each file level ,,3,kummarip,Closed,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,,12/04/2024,19/04/2024,19/04/2024
EFDDH-263,7358603,,,EFDDH-37,,,Story,High,ARF223:Build: IFC views additional columns etc via macro or custom materialisation  ,,3,dabkea,Backlog,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,,12/04/2024,09/09/2024,
EFDDH-262,7355861,,,EFDDH-3,,,Story,High,ARF223:Build: control M jobs for 223 to be finalised with the list,,2,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,11/04/2024,11/10/2024,15/04/2024
EFDDH-261,7352933,,,EFDDH-37,,,Story,Low,"ARF223:Build: overall 223 SRC_IN, SRC_OUT DBT models",All SRC_IN and SRC_OUT are completed and tested successfully,3,xavierl,Closed,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,10/04/2024,17/04/2024,17/04/2024
EFDDH-260,7352606,,,EFDDH-29,PlatformFDH,,Story,High,Framework:Build: Verify DBT Models SRC to SRC_OUT and push to git,List of changes required to be done in framework and high level estimation for each.,5,dabkea,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,10/04/2024,17/04/2024,17/04/2024
EFDDH-259,7345886,,,EFDDH-3,,,Story,High,ARF223:Build: 223- convert BTEQ scrpts to TD specific ,,3,geesalan,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,08/04/2024,01/07/2024,02/05/2024
EFDDH-258,7345613,,,EFDDH-37,ARF223,,Story,High,ARF223:Build: IFCs missing - to be created ,,5,xavierl,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,08/04/2024,01/07/2024,09/04/2024
EFDDH-257,7345605,,,EFDDH-29,PlatformFDH,,Story,High,Framework:Build: run Sqlfluff to format and fix errors,List of changes required to be done in framework and high level estimation for each.,2,dabkea,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,08/04/2024,10/04/2024,10/04/2024
EFDDH-256,7344984,,,EFDDH-3,,,Story,High,ARF223:Build: 223 - Ref Data source tables analysis and load ,,3,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,08/04/2024,01/07/2024,09/04/2024
EFDDH-255,7344972,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Framework: 223 -FLAT SQLs output to be generated in BQ and DBT models,,5,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,,,,18/07/2024,08/04/2024,25/07/2024,25/07/2024
EFDDH-254,7344303,,,EFDDH-3,,,Story,High,ARF223:Build: Convert 223 -  1200 SQLs to BQ - master task,,3,kummarip,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,08/04/2024,11/10/2024,12/04/2024
EFDDH-253,7344292,,,EFDDH-29,PlatformFDH,,Story,High,Framework: Convert 223 SQLs into DBT compatible with necessary syntaxes (BQ SQLs to DBT),List of changes required to be done in framework and high level estimation for each.,1,kakkarn,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,08/04/2024,11/04/2024,11/04/2024
EFDDH-252,7344288,,,EFDDH-29,PlatformFDH,,Story,High,Framework: Remove prefix of database name for all 223 SQLs for CAD  and share with Nitin ,List of changes required to be done in framework and high level estimation for each.,1,dabkea,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,08/04/2024,08/04/2024,08/04/2024
EFDDH-224,7339857,,,EFDDH-9,PlatformFDH,,Story,High,Platform: RBAC: Access for SIT SA for DGCP for identified datasets,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",1,kuberr,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,05/04/2024,03/05/2024,03/05/2024
EFDDH-223,7339845,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Doc Update DBTCTL to make it python utility ,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",1,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,05/04/2024,24/04/2024,24/04/2024
EFDDH-222,7339843,7289654,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,05/04/2024,08/04/2024,08/04/2024
EFDDH-221,7335527,,,EFDDH-3,,,Story,High,ARF223:Build: PTY-poc - CNF layer components,,3,kummarip,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,04/04/2024,11/10/2024,11/04/2024
EFDDH-220,7331711,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Orchestration for POC PTY pipeline with the DBT components and yaml ,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",5,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,03/04/2024,11/04/2024,11/04/2024
EFDDH-219,7331693,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Migration to infra repo for  GCS resources,"As an Engineer, i want IAAC repo and all the gcs resources must be created via that code repository 

also i want to delete or migrate, existing resources to this repo.  ",5,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,03/04/2024,16/04/2024,16/04/2024
EFDDH-218,7331686,,,EFDDH-9,,,Story,High,Platform:CICD: Review of 174 and 182 ,,1,mahajaa4,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,03/04/2024,05/04/2024,05/04/2024
EFDDH-217,7331660,,,EFDDH-37,,,Story,High,CLONE - ARF223:Build : Python changes in framework to covert TD to BQ specific  XFM,List of changes required to be done in framework and high level estimation for each.,5,dabkea,Backlog,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,03/04/2024,29/08/2024,
EFDDH-216,7331432,,,EFDDH-37,ARF223,,Story,High,ARF223:Build: REF (all 223)- src files from regDH load into GCS and untill XFM_OUT,,5,xavierl,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,03/04/2024,01/07/2024,09/04/2024
EFDDH-215,7331419,,,EFDDH-29,PlatformFDH,,Story,High,Framework:: Additional SQLs for new SRC CODE ,List of changes required to be done in framework and high level estimation for each.,2,dabkea,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,03/04/2024,09/04/2024,09/04/2024
EFDDH-214,7330563,,,EFDDH-3,,,Story,High,ARF223:Sourcing: Source file load frequency and REF load process and steps from on prem,,3,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,03/04/2024,11/10/2024,28/05/2024
EFDDH-213,7330562,,,EFDDH-37,,,Story,High,"ARF223:Sourcing: For PTY entity- Consolidate all source files, REF data, source of REF data, control M job schedules ",,3,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,03/04/2024,11/10/2024,04/04/2024
EFDDH-212,7330255,7325838,,,,,Sub Task,High,Counts - 223 specfici sheet update and export ,,,dabkea,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,03/04/2024,04/04/2024,04/04/2024
EFDDH-211,7326110,7316586,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,02/04/2024,03/04/2024,03/04/2024
EFDDH-210,7326098,7117641,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,02/04/2024,04/04/2024,04/04/2024
EFDDH-209,7326064,,,EFDDH-37,,,Story,High,ARF223:Build: 223- Data Sourcing consolidation and update documentation ,,5,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,02/04/2024,01/07/2024,16/04/2024
EFDDH-208,7325838,,,EFDDH-37,,,Story,High,ARF223:Build: Counts for estimation for ARF 223,,3,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,02/04/2024,11/10/2024,04/04/2024
EFDDH-207,7316586,,,EFDDH-9,,,Story,High,Platform:CICD: SQLpluff,,1,kuberr,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,28/03/2024,03/04/2024,03/04/2024
EFDDH-206,7316563,7221322,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,28/03/2024,02/04/2024,02/04/2024
EFDDH-205,7310118,,,EFDDH-36,,,Story,High,"ARF223:Design: all appgroups, tasks, task dependencies and dependencies between appgroups documented and stories created",,5,,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,27/03/2024,10/05/2024,10/05/2024
EFDDH-204,7309543,,,EFDDH-9,,,Story,High,Platform: RBAC: Non PROD - GMS - SWG onboarding - prerequisite for us to implement fine grain access control.Few access request would rrequired to be raised ,,1,raja19,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,27/03/2024,13/05/2024,13/05/2024
EFDDH-203,7298080,,,EFDDH-36,,,Story,High,ARF223:Build: CLZZ - file requirements for 223,,5,kummarip,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,25/03/2024,11/10/2024,15/05/2024
EFDDH-202,7297948,,,EFDDH-36,,,Story,High,ARF223:Build: Orchestration requirements for PROD and DEV ,,5,kummarip,To Do,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,25/03/2024,29/08/2024,
EFDDH-201,7296572,7289642,,,,,Sub Task,Low,Review,,,jillelam,Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,,25/03/2024,27/03/2024,27/03/2024
EFDDH-200,7296340,7168076,,,,,Sub Task,High,ARF 223:  223 documentation of views etc,,,chenc33,Closed,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,20/03/2024,25/03/2024,25/03/2024,25/03/2024
EFDDH-199,7289951,,,EFDDH-37,ARF223,,Story,High,ARF223:Build: IFC views update to align TD specific names and columns etc,,5,xavierl,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,22/03/2024,01/07/2024,26/03/2024
EFDDH-198,7289872,,,EFDDH-37,,,Story,High,"ARF223:Build: IFC views manual conversion to make changes to column names, schema, control columns etc ",,2,kummarip,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,,22/03/2024,11/10/2024,25/03/2024
EFDDH-197,7289659,,,EFDDH-37,,,Task,High,ARF223:Build: 223- Data Sourcing Initial basic documentation ,,1,chenc33,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,22/03/2024,05/08/2024,10/04/2024
EFDDH-196,7289654,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Smart Commit Integration with Jira,"As an Engineer, i want my work to be tracked in the development section of my Jira ticket.

 
 * Code commit
 * PR
 * Branch ",5,manyerel,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,22/03/2024,08/04/2024,08/04/2024
EFDDH-195,7289652,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Fintech Validation CI Check.,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",5,,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,22/03/2024,29/08/2024,
EFDDH-194,7289650,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Create the terraform Infra Pipeline CI Pipeline,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",4,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,22/03/2024,29/04/2024,29/04/2024
EFDDH-193,7289649,,,EFDDH-9,PlatformFDH,,Story,Highest,Platform: CICD: Stiching DataHub CICD Pipeline for multi Env DEV-ST-SIT-PROD,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,22/03/2024,14/05/2024,14/05/2024
EFDDH-192,7289646,,,EFDDH-9,PlatformFDH,,Story,High,Platform: RBAC: RBAC PIPELINE for GMS -non prod,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",1,kuberr,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,22/03/2024,10/05/2024,10/05/2024
EFDDH-191,7289644,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Integrate Dag Factory With DataHub,"As an Engineer, I want to have DAG Creation process to be automated using the config",2,mahajaa4,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,,22/03/2024,02/04/2024,02/04/2024
EFDDH-190,7289642,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Install Packages into Composer using Artifactory,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,mahajaa4,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,,22/03/2024,27/03/2024,27/03/2024
EFDDH-189,7289640,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Migrate Existing Pipelines to CodeFactory and Remove the Elevated access to Codefresh,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,mahajaa4,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,22/03/2024,05/04/2024,05/04/2024
EFDDH-188,7289638,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: SWG Proxy Onboarding -Non PROD,"As an Engineer, I want my SWG Proxy Onboarding to be completed so i can access Azure APP via codefresh(for Terraform Setup) as well from K8 Namespace(non prod).  

 

[https://confluence.service.anz/display/SEISS/SWG+Non-Prod+Onboarding+process+-+GCP]

 ",5,raja19,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,22/03/2024,28/08/2024,28/08/2024
EFDDH-187,7285000,7171638,,,,,Sub Task,Low,Access to DGCP ,,,kuberr,Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,21/03/2024,25/03/2024,25/03/2024
EFDDH-186,7284695,,,EFDDH-37,ARF223,,Story,High,ARF223:Build: Run translator &Convert  82 ( approx) Teradata SQL views to BigQuery specific with the help of out of the box translator utility . Until XFM_OUT - excluding ref dependencies,,5,xavierl,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,21/03/2024,01/07/2024,03/04/2024
EFDDH-185,7284691,,,EFDDH-37,,,Story,High,ARF223:Build : Python changes in framework to covert TD to BQ specific SRC_IN,List of changes required to be done in framework and high level estimation for each.,8,dabkea,Backlog,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,21/03/2024,29/08/2024,
EFDDH-184,7284686,,,EFDDH-37,,,Story,High,ARF223:Build : Create a compilable metadata excel for 223 ,List of changes required to be done in framework and high level estimation for each.,2,dabkea,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,21/03/2024,28/03/2024,28/03/2024
EFDDH-183,7284675,7221317,,,,,Sub Task,Low,Platform :CICD: Review of Codefresh factory task,,,jillelam,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,21/03/2024,27/03/2024,27/03/2024
EFDDH-182,7282790,,,EFDDH-9,,,Story,High,Platform:CICD:  IAM binding for BQ Dataset created,,3,kuberr,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,21/03/2024,05/04/2024,05/04/2024
EFDDH-181,7278082,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,"ARF223:Build: 223 - History stitching decision on need per each fine basis, and solution finalisation ",,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,18/07/2024,20/03/2024,17/09/2024,17/09/2024
EFDDH-180,7278078,,,EFDDH-37,,,Story,High,ARF223:Build: 223 - total list of source data requirements and files/tables,,1,kummarip,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,,20/03/2024,11/10/2024,03/04/2024
EFDDH-179,7277948,,,EFDDH-36,,,Story,High,ARF223:Build: RegDH Design documentation for DL based on RDH for our usecases,,5,kummarip,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,20/03/2024,09/09/2024,
EFDDH-178,7272691,,,EFDDH-40,ARF223,,Story,High,ARF223:Compliance: DIA for 223,,5,unaavag,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,19/03/2024,01/07/2024,01/07/2024
EFDDH-177,7271894,,,EFDDH-11,,,Story,Highest,Base Container for Terraform with Providers,"As a Team, Base TF container must be working with provider ",1,mahajaa4,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,19/03/2024,20/03/2024,20/03/2024
EFDDH-176,7270287,7168076,,,,,Sub Task,High,ARF 223:  IFC views to be tested from Source DGCP vs DBT models vs Target BigQuery views ,,,chenc33,Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,20/03/2024,19/03/2024,25/03/2024,25/03/2024
